,Company_Name,Rating,Reviews,Company_Type,Location_Info
8728,CORNITOS,4.2,(123),FMCG,Faridabad +23 other locations
8729,Hubert Enviro Care Systems,2.9,(123),Waste Management,Chennai +19 other locations
8730,Petron Engineering Construction,4.4,(123),Engineering & Construction,Mumbai +27 other locations
8731,Njs Engineers India,4.2,(123),Waste Management,New Delhi +19 other locations
8732,Keya Foods International Private Limited,3.9,(124),FMCG,Mumbai +25 other locations
8733,Encalm Hospitality,4.0,(130),,
8734,CamelQ Software Solutions,4.2,(123),Software Product,Hyderabad / Secunderabad +1 other locations
8735,Jaypee Infratech,4.0,(123),Engineering & Construction,Noida +9 other locations
8736,QR Crypher,4.2,(123),Software Product,Chennai +4 other locations
8737,MGM Healthcare,3.9,(123),Healthcare,Chennai +5 other locations
8738,Esyasoft,4.3,(123),Software Product,Bangalore / Bengaluru +21 other locations
8739,Mtandt,3.8,(123),Industrial Machinery,Chennai +13 other locations
8740,Mtandt,3.8,(123),Industrial Machinery,Chennai +13 other locations
8741,Esyasoft,4.3,(123),Software Product,Bangalore / Bengaluru +21 other locations
8742,Ptc Industries,3.5,(123),Iron & Steel,Lucknow +4 other locations
8743,Nuvama Wealth Management,3.5,(124),Financial Services,Mumbai +25 other locations
8744,Edvoy,4.1,(123),,
8745,MGM Healthcare,3.9,(123),Healthcare,Chennai +5 other locations
8746,Central Bureau of Investigation,3.8,(121),Defence & Aerospace,New Delhi +21 other locations
8747,Wishup,4.0,(123),Financial Services,Bangalore / Bengaluru +4 other locations
8748,Wipro Insurance Solutions,3.5,(123),,
8749,Amco Batteries,4.4,(122),Auto Components,Chennai +23 other locations
8750,Express Housekeeper,3.8,(122),Facility Management Services,Kolkata +21 other locations
8751,The India Thermit Corporation,3.5,(122),Industrial Machinery,Kanpur +9 other locations
8752,Modern Informatics,3.6,(122),IT Services & Consulting,Mumbai +21 other locations
8753,The Hi-tech Robotic Systemz,3.8,(122),Emerging Technologies,Gurgaon / Gurugram +11 other locations
8754,DANA Graziano India,4.1,(122),,
8755,Bioworld Merchandising,3.4,(122),Retail,Gurgaon / Gurugram +7 other locations
8756,Enerrgia Skyi Developers,4.2,(122),Real Estate,Pune
8757,Microscan Infocommtech,4.0,(122),,
8758,Midco,3.5,(122),Telecom,Mumbai +27 other locations
8759,Paladion Networks,3.7,(122),Hardware & Networking,Bangalore / Bengaluru +5 other locations
8760,DQ Entertainment,3.3,(122),Animation & VFX,Hyderabad / Secunderabad +3 other locations
8761,MCaffeine,2.8,(122),Beauty & Personal Care,Mumbai +17 other locations
8762,Odisha Power Transmission Corporation,4.2,(122),Power,Bhubaneswar +23 other locations
8763,Cybertech Systems & Software,3.4,(121),IT Services & Consulting,Mumbai +8 other locations
8764,BetterPlace Select,4.1,(122),Recruitment,Bangalore / Bengaluru +24 other locations
8765,DEC Property Management,4.1,(122),Facility Management Services,New Delhi +13 other locations
8766,Vivekananda Hospital,3.6,(122),Healthcare,Durgapur +20 other locations
8767,PeopleStrong Technologies,3.4,(122),Software Product,Gurgaon / Gurugram +7 other locations
8768,Medgulf Construction Company,3.6,(122),Engineering & Construction,Doha +8 other locations
8769,Galacon Infrastructure and Projects,3.3,(122),Engineering & Construction,Hyderabad / Secunderabad +13 other locations
8770,Celebrity Cruises,4.2,(122),Travel & Tourism,Mumbai +7 other locations
8771,Sjr Prime Corporation,4.0,(122),Real Estate,Bangalore / Bengaluru +3 other locations
8772,Envirocare Labs,3.9,(122),Clinical Research,Mumbai +7 other locations
8773,Radiant Enterprise,3.6,(123),Furniture & Furnishing,Kolkata +40 other locations
8774,Cambridge Technology Enterprises,3.3,(122),IT Services & Consulting,Hyderabad / Secunderabad +4 other locations
8775,Jindal Water Infrastructure,4.0,(122),Waste Management,New Delhi +23 other locations
8776,M G Contractors,4.5,(122),Engineering & Construction,Panchkula +27 other locations
8777,Gromax Agri Equipment,3.7,(123),Automobile,Vadodara +21 other locations
8778,GEEBEE Education,2.8,(122),Education & Training,Mumbai +13 other locations
8779,Infrabeat Technologies,3.8,(122),IT Services & Consulting,Pune +6 other locations
8780,LIC Mutual Fund,3.5,(122),Financial Services,Mumbai +41 other locations
8781,Funskool India,3.9,(123),Other,Chennai +15 other locations
8782,R-pac,3.4,(120),Packaging,Mumbai +8 other locations
8783,iPlace,3.7,(122),,
8784,Nissin Abc Logistics,4.0,(122),Logistics,Gurgaon / Gurugram +16 other locations
8785,Doosan Bobcat India,4.0,(124),Industrial Machinery,Chennai +16 other locations
8786,Krishna Enterprises,4.0,(122),Industrial Machinery,Faridabad +41 other locations
8787,AKGVG & Associates,3.3,(122),Accounting & Auditing,New Delhi +3 other locations
8788,MotivityLabs,3.0,(122),IT Services & Consulting,Hyderabad / Secunderabad +2 other locations
8789,C H Robinson Worldwide Freight,3.4,(122),,
8790,PearVisa Immigration Services,4.2,(122),Recruitment,New Delhi +5 other locations
8791,TVS Next,3.6,(122),IT Services & Consulting,Chennai +4 other locations
8792,Bounce,3.2,(122),Automobile,Bangalore / Bengaluru +13 other locations
8793,Tema India,4.1,(122),Oil & Gas,Mumbai +12 other locations
8794,Navi Finserv,3.3,(122),,
8795,Aqua Tech Systems,4.2,(122),Power,Pune +18 other locations
8796,Numero Uno Clothing,4.1,(122),Fashion & Textile,Gurgaon / Gurugram +29 other locations
8797,Udaan Technologies,3.8,(122),IT Services & Consulting,Bangalore / Bengaluru +34 other locations
8798,Tex Corp.,3.8,(122),Fashion & Textile,Gurgaon / Gurugram +6 other locations
8799,Axtel Industries,3.9,(122),Industrial Machinery,Vadodara +2 other locations
8800,Multi Organics,3.0,(121),Chemicals,Chandrapur +4 other locations
8801,Hester Biosciences,3.5,(122),Biotechnology,Ahmedabad +15 other locations
8802,Gedu Services Private Limited,3.5,(122),,
8803,Full Creative,3.5,(122),Software Product,Chennai +5 other locations
8804,Srinivasa Farms,3.7,(122),Food Processing,Hyderabad / Secunderabad +15 other locations
8805,Site Engineering,4.2,(122),Engineering & Construction,Chennai +41 other locations
8806,Flexsin Technologies,3.0,(123),IT Services & Consulting,Noida +3 other locations
8807,SBM Offshore,4.3,(123),Oil & Gas,Bangalore / Bengaluru +8 other locations
8808,Maaden Phosphate Company,4.3,(122),Metals & Mining,Chennai +10 other locations
8809,HyTech Professionals,3.5,(122),IT Services & Consulting,Noida +3 other locations
8810,Suhail Bahwan Automobiles,4.2,(122),Auto Components,Muscat +10 other locations
8811,Hellmann Worldwide Logistics,3.9,(122),Logistics,Chennai +15 other locations
8812,API Holdings,3.7,(126),,
8813,Ganga Medical Centre & Hospitals,4.3,(122),Healthcare,Coimbatore +19 other locations
8814,Spl Infrastructure,4.1,(122),Engineering & Construction,Chennai +14 other locations
8815,Oremus Corporate Services,3.7,(121),Financial Services,Hyderabad / Secunderabad +3 other locations
8816,SA Technologies,3.3,(122),IT Services & Consulting,Pune +9 other locations
