,Company_Name,Rating,Reviews,Company_Type,Location_Info
2876,Neuberg Diagnostics,3.4,(372),Healthcare,Chennai +51 other locations
2877,Udaan India - The Original Visa Company,4.3,(372),,
2878,Eisai Pharmaceuticals,3.9,(372),Healthcare,Visakhapatnam +26 other locations
2879,JUSTO Realfintech,4.5,(372),Real Estate,Pune +11 other locations
2880,Acme Generics LLP,3.5,(369),Pharma,Baddi +24 other locations
2881,Hilex,3.8,(371),Automobile,Chennai +16 other locations
2882,Fosroc India,4.3,(370),Chemicals,Bangalore / Bengaluru +45 other locations
2883,Eisai Pharmaceuticals,3.9,(372),Healthcare,Visakhapatnam +26 other locations
2884,JUSTO Realfintech,4.5,(372),Real Estate,Pune +11 other locations
2885,KrazyBee,3.7,(372),Internet,Bangalore / Bengaluru +17 other locations
2886,Hathi Cement,4.0,(374),Building Material,Porbandar +41 other locations
2887,Intercontinental Consultants & Technocrats,4.1,(371),Engineering & Construction,New Delhi +60 other locations
2888,Diverse Lynx,3.5,(371),IT Services & Consulting,Noida +19 other locations
2889,Foundit,3.2,(371),,
2890,Patil Group,3.5,(371),Engineering & Construction,Hyderabad / Secunderabad +50 other locations
2891,Auro Realty Private Limited,4.3,(371),Real Estate,Hyderabad / Secunderabad +26 other locations
2892,Thermax Babcock Wilcox Energy Solutions,4.1,(371),Industrial Machinery,Pune +38 other locations
2893,Kores,3.7,(371),FMCG,Mumbai +40 other locations
2894,Sri Aurobindo Society,4.1,(371),Non-Profit,New Delhi +23 other locations
2895,Adroit Synergies,3.3,(371),BPO,Noida +8 other locations
2896,HBL Global,4.3,(370),NBFC,New Delhi +78 other locations
2897,WTW Global Delivery And Solutions,3.6,(370),Financial Services,Mumbai +12 other locations
2898,TrueBlue,3.6,(370),Recruitment,Gurgaon / Gurugram +6 other locations
2899,Department of Agriculture,4.3,(368),Agriculture,Bangalore / Bengaluru +141 other locations
2900,TrueBlue,3.6,(370),Recruitment,Gurgaon / Gurugram +6 other locations
2901,Milkbasket,3.9,(370),Internet,Gurgaon / Gurugram +22 other locations
2902,Paragon Footwear,4.0,(370),Fashion & Textile,Bangalore / Bengaluru +63 other locations
2903,WTW Global Delivery And Solutions,3.6,(370),Financial Services,Mumbai +12 other locations
2904,Zara,3.4,(369),Fashion & Textile,New Delhi +22 other locations
2905,Caparo Maruti,4.2,(366),Auto Components,Gurgaon / Gurugram +20 other locations
2906,The Hershey Company,4.0,(369),Food Processing,Mumbai +62 other locations
2907,Paytm Payments Services,3.2,(371),FinTech,New Delhi +115 other locations
2908,Helloverify,2.9,(369),Law Enforcement & Security,Noida +9 other locations
2909,OodlesTechnologies,3.1,(369),IT Services & Consulting,Gurgaon / Gurugram +11 other locations
2910,Wellness Forever Lifestyle Chemist,3.9,(370),Retail,Mumbai +46 other locations
2911,Mahendra’s Institute,3.2,(368),Education & Training,Lucknow +94 other locations
2912,Toshiba JSW Power Systems,4.2,(368),Industrial Machinery,Chennai +14 other locations
2913,Sharda University,3.6,(368),Education & Training,Greater Noida +12 other locations
2914,TCG Lifesciences,4.1,(368),Pharma,Kolkata +8 other locations
2915,EXEDY,3.8,(368),Auto Components,Bangalore / Bengaluru +19 other locations
2916,Rail Vikas Nigam,3.4,(368),FMCG,New Delhi +76 other locations
2917,MINTIFI,3.5,(369),Financial Services,Mumbai +94 other locations
2918,Expedia Group,3.7,(368),Internet,Gurgaon / Gurugram +14 other locations
2919,ANTOLIN,3.7,(368),Auto Components,Pune +18 other locations
2920,Group Bayport,4.1,(368),Printing & Publishing,Ahmedabad +6 other locations
2921,Ambuja Neotia,3.9,(367),Real Estate,Kolkata +15 other locations
2922,Grihum Housing Finance,3.7,(618),NBFC,Pune +124 other locations
2923,Richa Global Export,4.1,(368),Fashion & Textile,Gurgaon / Gurugram +11 other locations
2924,Intelliswift - An LTTS Company,3.3,(367),IT Services & Consulting,Bangalore / Bengaluru +8 other locations
2925,Arcesium,3.4,(367),IT Services & Consulting,Hyderabad / Secunderabad +8 other locations
2926,Andromeda Sales ans Distribution PVT LTD,3.2,(366),Internet,Mumbai +69 other locations
2927,Associated Road Carriers,4.1,(367),Logistics,Hyderabad / Secunderabad +70 other locations
2928,Siemens Healthcare,4.1,(367),Healthcare,Bangalore / Bengaluru +25 other locations
2929,Teachnook,2.8,(367),EdTech,Bangalore / Bengaluru +19 other locations
2930,Tata Toyo Radiator,3.7,(366),Auto Components,Pune +11 other locations
2931,CMA CGM Global Business Services,4.0,(367),Ports & Shipping,Chennai +10 other locations
2932,Trident Hotels,4.0,(366),Hospitality,Mumbai +18 other locations
2933,Muthoot Housing Finance Company,4.1,(366),NBFC,Mumbai +108 other locations
2934,Satyam Venture Engineering Services,3.4,(365),Auto Components,Hyderabad / Secunderabad +12 other locations
2935,Pharmarack Technologies,3.5,(363),IT Services & Consulting,Pune +69 other locations
2936,ITSource Technologies,2.8,(365),IT Services & Consulting,Mumbai +28 other locations
2937,SMFG India Home Finance Co,3.7,(382),NBFC,Mumbai +109 other locations
2938,IPE Global,3.7,(366),Management Consulting,New Delhi +92 other locations
2939,Cedcoss Technologies,3.0,(363),IT Services & Consulting,Lucknow +3 other locations
2940,Europa Locks,3.6,(365),Other,Pune +44 other locations
2941,Offshoot Agency,3.5,(365),IT Services & Consulting,New Delhi +22 other locations
2942,RCL-PRIYA CEMENT,4.1,(365),Building Material,Kurnool +52 other locations
2943,Smartworks,3.5,(365),Real Estate,Bangalore / Bengaluru +18 other locations
2944,Suzuki,3.8,(364),Automobile,Ahmedabad +59 other locations
2945,Johnson Controls Hitachi Air Conditioning,3.7,(364),Consumer Electronics & Appliances,Ahmedabad +37 other locations
2946,Civica India,3.1,(364),IT Services & Consulting,Vadodara +12 other locations
2947,Shakti Pumps,3.7,(364),Industrial Machinery,Indore +41 other locations
2948,SRMB SRIJAN,3.6,(361),Iron & Steel,Kolkata +49 other locations
2949,Aquasub Engineering,3.8,(364),Industrial Machinery,Coimbatore +17 other locations
2950,Nobel Hygiene,3.7,(365),Healthcare,Mumbai +84 other locations
2951,Epsilon Carbon,3.8,(364),Chemicals,Ballari +19 other locations
2952,Lido Learning,2.1,(363),EdTech,Mumbai +18 other locations
2953,Ssipl Lifestyle,4.1,(360),Retail,New Delhi +49 other locations
2954,Wildcraft,3.7,(363),Fashion & Textile,Bangalore / Bengaluru +49 other locations
2955,Royal Orchid Hotels,4.1,(363),Hospitality,Bangalore / Bengaluru +50 other locations
2956,Bajaj Auto Credit,4.0,(363),NBFC,Pune +163 other locations
2957,Amoli Organics,3.8,(362),Pharma,Vadodara +15 other locations
2958,Adani Infra,3.8,(364),Engineering & Construction,Ahmedabad +48 other locations
2959,Veeda Clinical Research,3.4,(363),Clinical Research,Ahmedabad +7 other locations
2960,Adani Infra,3.8,(364),Engineering & Construction,Ahmedabad +48 other locations
2961,Veeda Clinical Research,3.4,(363),Clinical Research,Ahmedabad +7 other locations
2962,Maxxis Rubber,3.5,(363),Auto Components,Ahmedabad +18 other locations
2963,Yellow Diamond,4.1,(363),FMCG,Indore +87 other locations
2964,Mantra Properties,4.3,(385),Real Estate,Pune +1 other locations
2965,Krishna Group,4.0,(364),Auto Components,Gurgaon / Gurugram +32 other locations
2966,Tribhovandas Bhimji Zaveri,4.0,(362),Metals & Mining,Mumbai +34 other locations
2967,Mymd Healthcare,3.9,(362),Internet,Kolkata +19 other locations
2968,Bliss Gvs Pharma,4.0,(360),Pharma,Mumbai +13 other locations
2969,Jawahar Navodaya Vidyalaya,4.4,(358),Education & Training,New Delhi +147 other locations
2970,Euler Motors,3.6,(361),Automobile,New Delhi +28 other locations
2971,Bss Microfinance,3.7,(362),Financial Services,Bangalore / Bengaluru +133 other locations
2972,Hollister Medical,4.0,(361),Medical Equipment,Rewari +11 other locations
2973,K L University,3.8,(361),Education & Training,Vijayawada +20 other locations
2974,Apcer Life Sciences,3.5,(359),Pharma,New Delhi +8 other locations
2975,SMS India Private Limited,4.1,(361),Engineering & Construction,Gurgaon / Gurugram +22 other locations
2976,Sandvik Mining and Rock Technology,4.1,(361),Industrial Machinery,Udaipur +31 other locations
2977,Time Technoplast,3.8,(360),Petrochemicals,Mumbai +35 other locations
2978,People Group,3.4,(360),Internet,Mumbai +30 other locations
2979,RedBus,4.0,(360),Internet,Bangalore / Bengaluru +21 other locations
2980,Técnicas Reunidas,3.9,(356),Engineering & Construction,Bangalore / Bengaluru +21 other locations
2981,Watchyourhealth.com,4.6,(362),Emerging Technologies,Thane +3 other locations
2982,Planetcast,3.6,(360),Media & Entertainment,Noida +14 other locations
2983,Sunflag Iron and Steel,3.8,(359),Iron & Steel,Bhandara +16 other locations
2984,NTT Global Data Centers and Cloud Infrastructure,3.9,(359),IT Services & Consulting,Mumbai +17 other locations
2985,Transguard Group,3.9,(356),Law Enforcement & Security,Dubai +26 other locations
2986,Sedemac Mechatronics,3.9,(359),Emerging Technologies,Pune +7 other locations
2987,Centre For Sight,3.8,(359),Healthcare,New Delhi +36 other locations
2988,NCCCL,3.5,(360),Engineering & Construction,Bangalore / Bengaluru +25 other locations
2989,Cashpor Micro Credit,3.5,(359),NBFC,Varanasi +60 other locations
2990,Adarsh Credit Co-Operative Society,4.4,(358),Investment Banking / Venture Capital / Private Equity,Ahmedabad +139 other locations
2991,Schaeffer & Sam,3.3,(358),Accounting & Auditing,Mumbai +24 other locations
2992,Servion Global Solutions,3.3,(358),IT Services & Consulting,Chennai +14 other locations
2993,Capital Small Finance Bank,3.7,(358),Banking,Jalandhar +69 other locations
2994,Zoomcar,3.7,(358),Internet,Bangalore / Bengaluru +29 other locations
2995,Imarque Solutions,3.1,(359),BPO,Chennai +16 other locations
2996,Synokem Pharmaceuticals,3.9,(359),Pharma,Haridwar +18 other locations
2997,Birla Cement,4.0,(357),Building Material,Satna +73 other locations
2998,MAHLE Behr India,3.5,(357),Auto Components,Pune +10 other locations
2999,Jade Global,3.4,(357),IT Services & Consulting,Pune +7 other locations
3000,Wipro GE Health Care,4.0,(357),IT Services & Consulting,Bangalore / Bengaluru +34 other locations
3001,MAHLE Behr India,3.5,(357),Auto Components,Pune +10 other locations
3002,Emami Paper Mills,4.1,(353),Pulp & Paper,Balasore +9 other locations
3003,MSCI,3.7,(357),Financial Services,Mumbai +11 other locations
3004,Tata Digital,2.4,(357),IT Services & Consulting,Mumbai +10 other locations
3005,Audi,3.8,(356),Automobile,New Delhi +55 other locations
3006,Vijay Nirman Company,3.6,(356),Engineering & Construction,Hyderabad / Secunderabad +33 other locations
3007,SiliconIndia,2.8,(356),Printing & Publishing,Bangalore / Bengaluru +9 other locations
3008,Medall Healthcare,3.6,(356),Healthcare,Chennai +52 other locations
3009,Indifi Technologies,3.6,(356),FinTech,Gurgaon / Gurugram +14 other locations
3010,SYSTRA,4.0,(356),Engineering & Construction,New Delhi +41 other locations
3011,Medline Industries India Private Limited,3.8,(356),Medical Equipment,Pune +8 other locations
3012,Control Print,4.2,(356),Industrial Machinery,Mumbai +45 other locations
3013,Expert Global Solutions,3.5,(356),BPO,Pune +13 other locations
3014,Avineon India,4.0,(356),IT Services & Consulting,Hyderabad / Secunderabad +9 other locations
3015,Holcim,3.5,(357),Building Material,Mumbai +36 other locations
3016,GGS Information Services,3.8,(357),IT Services & Consulting,Chennai +10 other locations
3017,Concord Biotech,3.7,(353),Pharma,Ahmedabad +22 other locations
3018,Gps Renewables,4.1,(356),Oil & Gas,Bangalore / Bengaluru +40 other locations
3019,AIMLAY,4.7,(357),EdTech,New Delhi +3 other locations
3020,DotPe,3.1,(355),IT Services & Consulting,Gurgaon / Gurugram +23 other locations
3021,Kokuyo Camlin,3.8,(355),FMCG,Mumbai +64 other locations
3022,Ample Technologies,3.7,(355),IT Services & Consulting,Bangalore / Bengaluru +28 other locations
3023,Rubicon Research,3.6,(355),Pharma,Mumbai +13 other locations
3024,Marelli Motherson Automotive Lighting,3.6,(356),Auto Components,Pune +14 other locations
3025,TRL Krosaki Refractories,3.8,(355),Metals & Mining,Jharsuguda +23 other locations
3026,New Opportunity Consultancy,4.1,(353),Recruitment,Coimbatore +138 other locations
3027,SEIL Energy India,4.0,(355),Power,Nellore +33 other locations
3028,ZUCOL Services,3.6,(355),IT Services & Consulting,Jaipur +9 other locations
3029,Sj Contracts,4.2,(353),Engineering & Construction,Pune +8 other locations
3030,Jumio,3.8,(355),Emerging Technologies,Jaipur +12 other locations
3031,Hitachi Hi-Rel Power Electronics,3.8,(354),Electronics Manufacturing,Ahmedabad +31 other locations
3032,Ventura Securities,4.0,(354),Financial Services,Mumbai +42 other locations
3033,The Park Hotels,3.8,(354),Hospitality,Kolkata +25 other locations
3034,Rahee Group,4.1,(355),Railways,Kolkata +48 other locations
3035,Uneecops Technologies,3.6,(354),IT Services & Consulting,Noida +23 other locations
3036,Vedant Fashions,4.2,(354),Fashion & Textile,Kolkata +49 other locations
3037,Ryan International School,3.2,(354),Education & Training,Mumbai +44 other locations
3038,Treebo Hotels,3.2,(354),Internet,Bangalore / Bengaluru +39 other locations
3039,N Ranga Rao And Sons,3.9,(354),FMCG,Mysuru / Mysore +76 other locations
3040,Vini Cosmetics,3.9,(354),Beauty & Personal Care,Mumbai +95 other locations
3041,Toshiba Transmission & Distribution Systems,4.0,(354),Electrical Equipment,Hyderabad / Secunderabad +23 other locations
3042,Tega Industries,3.7,(353),Industrial Machinery,Kolkata +19 other locations
3043,Wagh Bakri Tea Group,4.3,(353),Beverage,Ahmedabad +57 other locations
3044,Utkarsh India,3.7,(351),Iron & Steel,Kolkata +21 other locations
3045,Actalent Services,3.6,(353),IT Services & Consulting,Bangalore / Bengaluru +9 other locations
3046,Yamaha Motor India Sales,4.0,(352),Automobile,Chennai +61 other locations
3047,Dorset Industries,4.4,(352),Building Material,Gurgaon / Gurugram +49 other locations
3048,Aarti Drugs,3.5,(353),Pharma,Mumbai +13 other locations
3049,Mitra SK,3.9,(352),Other,Kolkata +48 other locations
3050,Pranav Vikas India Private Limited,3.8,(353),Automobile,Faridabad +15 other locations
3051,Pegasystems,3.6,(352),Software Product,Hyderabad / Secunderabad +5 other locations
3052,Debtcare Enterprises,4.3,(351),Investment Banking / Venture Capital / Private Equity,Hyderabad / Secunderabad +17 other locations
3053,Berar Finance,3.6,(352),NBFC,Nagpur +95 other locations
3054,Deenanath Mangeshkar Hospital,3.9,(351),Healthcare,Pune +11 other locations
3055,Hike Education Private Limited,4.1,(353),EdTech,Gurgaon / Gurugram +6 other locations
3056,Gujarat Alkalies & Chemicals,4.6,(350),Chemicals,Bharuch +15 other locations
3057,Vatika Group,4.1,(351),Hospitality,Gurgaon / Gurugram +18 other locations
3058,Carraro,4.0,(351),Industrial Machinery,Pune +5 other locations
3059,SALARPURIA SATTVA,4.2,(352),Real Estate,Bangalore / Bengaluru +15 other locations
3060,Lauritz Knudsen Electrical & Automation,4.2,(358),,
3061,Hitachi Vantara,3.5,(351),IT Services & Consulting,Hyderabad / Secunderabad +14 other locations
3062,Qentelli,3.8,(351),IT Services & Consulting,Hyderabad / Secunderabad +4 other locations
3063,Seth M R Jaipuria School,3.6,(349),Education & Training,Lucknow +49 other locations
3064,Syncfusion,3.5,(350),Software Product,Chennai +5 other locations
3065,Windlas Biotech,3.9,(350),Pharma,Dehradun +14 other locations
3066,Health India Tpa Services,3.2,(348),Insurance,Mumbai +33 other locations
3067,Lumino Industries,3.7,(349),Electrical Equipment,Kolkata +46 other locations
3068,NU Vista,4.2,(346),Building Material,Kolkata +67 other locations
3069,Mobiloitte Technologies,3.1,(349),IT Services & Consulting,New Delhi +9 other locations
3070,Gupta Power Infrastructure,3.0,(349),Power,Bhubaneswar +42 other locations
3071,Rainbow Hospital,3.7,(349),Healthcare,Hyderabad / Secunderabad +19 other locations
3072,Endava,3.5,(349),IT Services & Consulting,Bangalore / Bengaluru +13 other locations
3073,OneSource Specialty Pharma Limited,3.7,(349),Pharma,Bangalore / Bengaluru +7 other locations
3074,DEN Networks,3.8,(349),Broadcasting,New Delhi +46 other locations
3075,Al Tasnim Enterprises,3.5,(349),Engineering & Construction,Muscat +18 other locations
3076,VST Industries,3.7,(348),FMCG,Hyderabad / Secunderabad +88 other locations
3077,Yalamanchili Software Exports,3.1,(347),Software Product,Chennai +12 other locations
3078,Lalitha Jewellery,3.9,(347),Jewellery,Chennai +44 other locations
3079,Bellsonica Auto Component,4.0,(348),Auto Components,Gurgaon / Gurugram +14 other locations
3080,Adient,4.0,(346),Auto Components,Pune +13 other locations
3081,Captain Steel India Limited,3.9,(348),Iron & Steel,Kolkata +74 other locations
3082,Navi Technologies,3.1,(348),FinTech,Bangalore / Bengaluru +16 other locations
3083,Evolent Health International,4.0,(349),Software Product,Pune +4 other locations
3084,Akumentis Healthcare,3.3,(348),Healthcare,Mumbai +53 other locations
3085,Data-Core Systems,3.0,(348),IT Services & Consulting,Kolkata +8 other locations
3086,McNROE,3.8,(347),FMCG,Kolkata +66 other locations
3087,Teleysia Networks,3.4,(347),Telecom,Ahmedabad +35 other locations
3088,ShopKirana,3.9,(347),Software Product,Indore +25 other locations
3089,Jaypee Cement,3.9,(347),Building Material,Rewa +71 other locations
3090,Hays Business Solutions,3.4,(347),Recruitment,Noida +12 other locations
3091,Jay Chemical Industries,4.1,(344),Chemicals,Ahmedabad +28 other locations
3092,Vaibhav Global,3.1,(347),Jewellery,Jaipur +11 other locations
3093,B S R & Co Llp,3.1,(348),Accounting & Auditing,Mumbai +21 other locations
3094,RWS Group,3.6,(347),IT Services & Consulting,Indore +22 other locations
3095,L&T Defence,3.7,(346),Defence & Aerospace,Pune +21 other locations
3096,Recipharm Pharmaservices,3.8,(344),Pharma,Bangalore / Bengaluru +6 other locations
3097,Harjai Computers,3.3,(346),Recruitment,Mumbai +14 other locations
3098,Woodenstreet.com,3.5,(345),Furniture & Furnishing,Udaipur +28 other locations
3099,Sekisui Dljm Molding,3.8,(346),Auto Components,Chennai +20 other locations
3100,Sri Sri Tattva,3.5,(346),FMCG,Bangalore / Bengaluru +57 other locations
3101,Shiash Info Solutions,3.0,(346),IT Services & Consulting,Chennai +9 other locations
3102,Prem Motors,3.7,(345),Automobile,Gwalior +21 other locations
3103,Arabian Industries,3.8,(345),Oil & Gas,Muscat +22 other locations
3104,Godrej Infotech,3.7,(345),IT Services & Consulting,Mumbai +17 other locations
3105,Awign Enterprises,3.7,(345),Internet,Bangalore / Bengaluru +50 other locations
3106,e-Zest,3.9,(345),IT Services & Consulting,Pune +6 other locations
3107,Artemis Health Institute,4.1,(345),Healthcare,Gurgaon / Gurugram +13 other locations
3108,L&T Valves,3.7,(345),Industrial Machinery,Coimbatore +15 other locations
3109,Gtpl Broadband,3.7,(345),Telecom,Ahmedabad +46 other locations
3110,Nabard Financial Services,4.1,(346),NBFC,Bangalore / Bengaluru +126 other locations
3111,Mitsubishi Electric Automotive India,4.4,(345),Automobile,Gurgaon / Gurugram +16 other locations
3112,Country Holidays Inn & Suites,4.2,(344),Travel & Tourism,Noida +16 other locations
3113,Halonix Technologies,3.7,(341),Electrical Equipment,Noida +52 other locations
3114,Capri Global Housing Finance,3.4,(344),NBFC,Mumbai +92 other locations
3115,Eclat Health Solutions,3.8,(344),BPO,Hyderabad / Secunderabad +11 other locations
3116,Evelyn Learning Systems,3.9,(344),EdTech,New Delhi +10 other locations
3117,Eaton India Innovation Center,3.7,(344),Engineering & Construction,Pune +2 other locations
3118,METRO Global Solutions Center,3.5,(345),IT Services & Consulting,Pune +9 other locations
3119,Duroflex,4.0,(342),Furniture & Furnishing,Bangalore / Bengaluru +46 other locations
3120,Brick&Bolt,3.6,(343),Engineering & Construction,Bangalore / Bengaluru +9 other locations
3121,Mars,3.6,(343),Food Processing,Gurgaon / Gurugram +64 other locations
3122,INOX Air Products,4.0,(343),Oil & Gas,Pune +57 other locations
3123,Kyndal India,3.7,(337),Beverage,Bangalore / Bengaluru +11 other locations
3124,Cotmac Electronics,3.7,(343),Industrial Automation,Pune +23 other locations
3125,Slice,3.2,(344),Banking,Bangalore / Bengaluru +34 other locations
3126,Protiviti India Member,2.8,(343),Management Consulting,Mumbai +27 other locations
3127,Kerala State Electricity Board,4.2,(342),Power,Palakkad +30 other locations
3128,Lobo Staffing Solutions,4.1,(342),Recruitment,Mumbai +70 other locations
3129,Zydex Industries,3.9,(342),Chemicals,Vadodara +71 other locations
3130,Hical Technologies,3.5,(342),Auto Components,Bangalore / Bengaluru +5 other locations
3131,Asti Electronics India,4.1,(339),Auto Components,Gurgaon / Gurugram +11 other locations
3132,Parul University,3.4,(342),Education & Training,Vadodara +36 other locations
3133,International Game Technology,3.2,(342),Gaming,Gurgaon / Gurugram +10 other locations
3134,Swiss Re,3.8,(342),Insurance,Bangalore / Bengaluru +6 other locations
3135,Technocon Services,3.4,(342),Engineering & Construction,Kolkata +37 other locations
3136,Apmosys Technologies,3.2,(342),IT Services & Consulting,Mumbai +10 other locations
3137,Stellar Innovations,3.4,(342),IT Services & Consulting,Bangalore / Bengaluru +12 other locations
3138,Huron,3.8,(341),Management Consulting,Bangalore / Bengaluru +13 other locations
3139,Yara Fertilisers,3.8,(341),Agro Chemicals,Gurgaon / Gurugram +62 other locations
3140,National Highways Authority of India,3.9,(341),Engineering & Construction,New Delhi +153 other locations
3141,Yara Fertilisers,3.8,(341),Agro Chemicals,Gurgaon / Gurugram +62 other locations
3142,EPIQ Systems,3.5,(341),Legal,Hyderabad / Secunderabad +9 other locations
3143,Synergies Castings,3.8,(341),Auto Components,Visakhapatnam +6 other locations
3144,Council of Scientific and Industrial Research,4.1,(340),Government,New Delhi +44 other locations
3145,63 Moons Technologies,3.7,(341),IT Services & Consulting,Mumbai +14 other locations
3146,Orchid Pharma,3.7,(341),Pharma,Chennai +15 other locations
3147,R&R Limousine And Bus,4.0,(340),,
3148,Zuari Cement,4.3,(340),Building Material,Kadapa +45 other locations
3149,IIC Technologies,3.5,(340),IT Services & Consulting,Hyderabad / Secunderabad +21 other locations
3150,R.K.M Powergen,4.0,(340),Power,Raigarh +16 other locations
3151,MYCPE ONE,3.9,(340),Recruitment,Ahmedabad +24 other locations
3152,TMF Group,3.7,(340),Financial Services,Pune +12 other locations
3153,ACB (India),3.7,(340),Oil & Gas,Korba +29 other locations
3154,Delhi Metro Rail Corporation,4.2,(340),Logistics,New Delhi +23 other locations
3155,M K Agrotech Private Limited,4.6,(339),Food Processing,Mysuru / Mysore +41 other locations
3156,Mahindra Insurance Brokers,3.3,(341),Insurance,Mumbai +88 other locations
3157,Roquette Riddhi Siddhi,4.0,(342),,
3158,MapmyIndia,3.5,(339),Software Product,New Delhi +11 other locations
3159,Kaddacon Systems,4.5,(339),IT Services & Consulting,Pune +5 other locations
3160,DISYS,3.1,(339),IT Services & Consulting,Chennai +11 other locations
3161,Kaddacon Systems,4.5,(339),IT Services & Consulting,Pune +5 other locations
3162,Urban Ladder,3.6,(339),Furniture & Furnishing,Bangalore / Bengaluru +30 other locations
3163,CESC,3.7,(339),Power,Kolkata +15 other locations
3164,Netcore Cloud Private Limited,4.1,(340),Marketing & Advertising,Mumbai +12 other locations
3165,Hindustan Syringes & Medical Devices,4.0,(339),Medical Equipment,Faridabad +16 other locations
3166,Theme Engineering Services,3.7,(338),Engineering & Construction,Jaipur +109 other locations
3167,Rao IIT Academy,3.6,(339),Education & Training,Mumbai +20 other locations
3168,Borosil Glass Works,3.8,(340),Packaging,Jaipur +37 other locations
3169,AceMicromatic Group,4.2,(339),Industrial Machinery,Bangalore / Bengaluru +35 other locations
3170,Groww,3.6,(339),FinTech,Bangalore / Bengaluru +15 other locations
3171,RV Solutions,3.7,(339),IT Services & Consulting,Noida +35 other locations
3172,Rashtriya Chemicals and Fertilizers,4.4,(338),Agro Chemicals,Mumbai +31 other locations
3173,Kraft Heinz Company,2.9,(338),FMCG,Ahmedabad +33 other locations
3174,Padmini VNA Mechatronics,4.0,(338),Auto Components,Gurgaon / Gurugram +5 other locations
3175,Nutricia,3.4,(337),Fitness & Wellness,Mumbai +66 other locations
3176,Zaalima Development,4.2,(344),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
3177,Hygienic Research Institute,3.8,(339),Beauty & Personal Care,Mumbai +60 other locations
3178,Khimji Ramdas,3.7,(338),Retail,Ahmedabad +33 other locations
3179,Choice Consultancy Services,3.6,(338),Management Consulting,Mumbai +68 other locations
3180,Kushal's Fashion Jewellery,4.4,(338),Jewellery,Bangalore / Bengaluru +31 other locations
3181,Clariant Chemicals,4.2,(338),Chemicals,Mumbai +18 other locations
3182,Technicolor,3.5,(337),Animation & VFX,Bangalore / Bengaluru +10 other locations
3183,Fluper,4.0,(337),IT Services & Consulting,Noida +4 other locations
3184,RNFI Services,3.3,(337),FinTech,New Delhi +98 other locations
3185,NXP Semiconductors,3.6,(337),Semiconductors,Bangalore / Bengaluru +12 other locations
3186,Escon Elevators,3.7,(337),Industrial Machinery,Mumbai +15 other locations
3187,Somic ZF Components,4.2,(337),Auto Components,Gurgaon / Gurugram +19 other locations
3188,Vascon Engineers,3.8,(337),Real Estate,Pune +21 other locations
3189,eMudhra,3.5,(334),Software Product,Bangalore / Bengaluru +15 other locations
3190,Globtier Infotech Limited,3.3,(337),IT Services & Consulting,Noida +38 other locations
3191,Integrated Wireless Solutions,3.7,(333),Telecom,Bangalore / Bengaluru +42 other locations
3192,Arzooo.com,2.6,(333),Internet,Bangalore / Bengaluru +44 other locations
3193,Shaadi.com,3.5,(336),Internet,Mumbai +26 other locations
3194,Autocomp Corporation Panse,3.6,(334),Auto Components,Pune +12 other locations
3195,The Belgian Waffle co,4.5,(337),Hospitality,Mumbai +26 other locations
3196,Pfizer Products India,3.9,(336),Pharma,Visakhapatnam +15 other locations
3197,A-1 Fence Products,4.0,(336),Building Material,Mumbai +20 other locations
3198,Infocepts Technologies,3.5,(335),IT Services & Consulting,Nagpur +7 other locations
3199,Oceaneering International,4.0,(335),Engineering & Construction,Chandigarh +9 other locations
3200,MNC Group,4.1,(336),Investment Banking / Venture Capital / Private Equity,Bangalore / Bengaluru +52 other locations
3201,TMEIC,3.8,(334),,
3202,Furukawa Minda Electric,4.2,(333),Auto Components,Bawal +13 other locations
3203,Aloha Technology,2.8,(335),IT Services & Consulting,Pune +10 other locations
3204,Zf Wind Power,4.1,(335),,
3205,Sata Vikas India,3.5,(336),Auto Components,Palwal +16 other locations
3206,Savista Global Solutions,4.0,(335),Analytics & KPO,Chennai +8 other locations
3207,SBI Payment Services,3.9,(335),Financial Services,Mumbai +117 other locations
3208,Multiplier Brand Solutions,3.7,(335),Marketing & Advertising,New Delhi +74 other locations
3209,DCM Shriram Industries,4.1,(335),Chemicals,Meerut +35 other locations
3210,Sakthi Auto Components,3.1,(334),Auto Components,Erode +20 other locations
3211,Stefanini,2.7,(335),IT Services & Consulting,Noida +11 other locations
3212,Biz 2 Credit Info Services,3.5,(334),Financial Services,Noida +5 other locations
3213,Lam Research,3.8,(334),Semiconductors,Bangalore / Bengaluru +3 other locations
3214,Shah Technical Consultants,3.6,(334),Telecom,Mumbai +66 other locations
3215,Indchemie Health Specialities,3.8,(334),Pharma,Mumbai +62 other locations
3216,Satin Finserv,3.8,(334),NBFC,Gurgaon / Gurugram +92 other locations
3217,MSP Steel & Power,3.9,(334),Iron & Steel,Raigarh +18 other locations
3218,Jtekt Sona Automotive India,4.1,(334),Auto Components,Gurgaon / Gurugram +16 other locations
3219,Agility,4.0,(333),Logistics,Chennai +37 other locations
3220,Essilor,4.0,(334),Medical Equipment,Bangalore / Bengaluru +43 other locations
3221,Computacenter,3.9,(333),IT Services & Consulting,Bangalore / Bengaluru +9 other locations
3222,Bluechip Corporate Investment Centre,3.6,(332),Accounting & Auditing,Mumbai +98 other locations
3223,Ircon International,3.9,(334),Engineering & Construction,New Delhi +54 other locations
